Type,Name,Email,Phone,Website,Address,Specialty,Rating
general_contractor,"Graham Builders, Inc.",ClientCare@grahambuilders.com,(808) 593-2808,http://www.grahambuilders.com/,"1144 Young St, Honolulu, HI 96814",construction,4.6
general_contractor,"H-1 Construction, LLC",info@h1constructionhawaii.com,(808) 723-1588,https://www.h1constructionhawaii.com/,"868 Puuomao St, Honolulu, HI 96825",construction,4.4
general_contractor,HK Construction,in**@*******ii.com,(808) 841-1800,http://hkchawaii.com/,"2046 S King St, Honolulu, HI 96826",construction,4.3
general_contractor,Hawaii Home Remodel,designeightllc@gmail.com,(808) 683-6009,https://www.hawaiihomeremodel.com/,"1020 Auahi St #5010, Honolulu, HI 96814",construction,4.5
general_contractor,Hilweh Builders LLC,chad@hilwehbuilders.com,(808) 220-5007,https://hilwehbuilders.com/,,construction,5.0
general_contractor,"Homeworks Construction, Inc.",info@homeworkshawaii.com,(808) 955-2777,https://homeworkshawaii.com/,"2111 S Beretania St., Honolulu, HI 96826",construction,4.9
general_contractor,Hua Construction Inc,info@huaconstructionhi.com,(808) 232-4121,https://www.huaconstructionhi.com/,"1001 Dillingham Blvd Ste 113, Honolulu, HI 96817",construction,4.4
general_contractor,JR BUILDERS LLC,usJames@jrbuildershawaii.comLicense,(808) 781-7807,https://jrbuildershawaii.com/,"46-217 Kahuhipa St Bay # 24, Kaneohe, HI 96744",commercial,5.0
general_contractor,Jen Construction LLC,info@jenco-hi.comAddress,(808) 841-6407,https://www.jenco808.com/,"419 Waiakamilo Rd # 2B, Honolulu, HI 96817",construction,5.0
general_contractor,"Kenwood Construction, LLC",info@kenwoodconstruction.com,(808) 955-7571,http://www.kenwoodconstruction.com/,"848 Queen St, Honolulu, HI 96815",commercial,5.0
general_contractor,Layton Construction,darin.knapp@laytonconstruction.com,(808) 245-8680,http://laytonconstruction.com/,"707 Richards St suite ph-1a, Honolulu, HI 96813",commercial,3.4
general_contractor,Nan Inc,info@nanhawaii.com,(808) 842-4929,http://www.nanhawaii.com/,"636 Laumaka St, Honolulu, HI 96819",construction,4.6
general_contractor,"Ohana Construction, Inc.",info@ohanaconstruction.com,(808) 374-5855,http://www.ohanaconstruction.com/,"2144 Kauhana St, Honolulu, HI 96816",construction,4.8
general_contractor,ProBuilt Hawaii Roofing & Rain Gutters - Oahu,info@probuiltoahu.com,(808) 808-7663,https://probuiltoahu.com/home/,"94-1388 Moaniani St #106, Waipahu, HI 96797",commercial,4.8
general_contractor,Rudenko Construction - Home Remodel,atsupport@rudenko.constructionPhoneCall,(808) 769-6979,https://www.rudenkoconstruction.com/,"591 Pepeʻekeo Pl, Honolulu, HI 96825",commercial,4.7
general_contractor,"S. Tanaka Construction, LLC",info@stanakaconstruction.com,(808) 848-5010,http://stanakaconstruction.com/,"1349 Mookaula St, Honolulu, HI 96817",construction,5.0
general_contractor,"Solid Built Construction, Inc",apply.Lex@solidbuilthomes.comSolid,(808) 785-3612,http://www.solidbuilthomes.com/,"469 Kekupua St, Honolulu, HI 96825",construction,5.0
general_contractor,Tal Builders,info@talbuilders.com,(808) 501-9916,https://www.talbuilders.com/,"439 Kamani St #200, Honolulu, HI 96813",construction,4.7
general_contractor,United Construction Group Hawaii,UCGHawaii@gmail.com,(808) 450-6588,https://ucghawaii.com/?utm_source=google-map&utm_campaign=gmb&utm_medium=organic,"91-1602 Wahane St, Kapolei, HI 96707",commercial,4.9
general_contractor,WQ Construction,wqconstruction808@gmail.com,(808) 260-2875,https://wqconstruction808.com/,"1709 Naio St, Honolulu, HI 96817",construction,5.0
glass_art,"Akamai Glass Company, Inc.",CustomerService@AkamaiGlass.com,(808) 833-1111,https://akamaiglass.com/,"1024 Kikowaena Pl Unit B, Honolulu, HI 96819",stained glass,4.1
glass_art,"Aloha Key, Awards & Gifts",info@alohakey.com,(808) 593-9114,http://www.alohakey.com/,"560 N Nimitz Hwy STE 122B, Honolulu, HI 96817",etching,4.3
glass_art,Aloha Overstock,your@email,(808) 351-1496,http://www.alohaoverstock.com/,"743 Waiakamilo Rd Suite H, Honolulu, HI 96817",etching,4.6
glass_art,Blackstone Hawaii (Engraving Shop),blackstonehawaii808@gmail.comNew,(808) 744-0328,http://www.blackstonehawaii.com/,"861 Mapunapuna St, Honolulu, HI 96819",etching,5.0
glass_art,Clock & Trophy Shop,ctrophyshop@hawaii.twcbc.com,(808) 845-0900,http://clockandtrophyshop.com/,"214 Sand Island Access Rd # A, Honolulu, HI 96819",etching,5.0
glass_art,Daga Hawaii,Dagahawaii@gmail.com,(808) 847-3100,http://www.dagahawaii.com/,"1818 Kahai St, Honolulu, HI 96819",etching,5.0
glass_art,Engroove Shop,378-0753engrooveshop@gmail.comHonolulu,(949) 378-0753,https://engroove-shop.myshopify.com/,,etching,5.0
glass_art,Etched a.k.a “Etched Aloha”,info@etchedaloha.com,(808) 509-8585,https://www.etchedaloha.com/,"905 Kapaa Quarry Pl Building 50 Unit 14, Kailua, HI 96734",etching,5.0
glass_art,Express Engraving Etc,info@expressengravingetc.com,(808) 951-5504,http://www.expressengravingetc.com/,"CONTINENTAL BUILDING, 1519 S King St, Honolulu, HI 96826",etching,4.1
glass_art,Glass Candie Studio,glasscandie808@gmail.com,,https://www.glasscandiestudio.com/,,artistic glass,5.0
glass_art,"High Tide Glass, LLC",HTG96734@gmail.comPhone,(808) 542-0061,http://www.hightideglassoahu.com/,"201 Kapaa Quarry pl. Gate, 3 Bldg 28, Unit 2807, Kailua, HI 96734",artistic glass,5.0
glass_art,HouseMart Ben Franklin Crafts,info@benfranklinhawaii.com,(808) 735-4211,http://www.benfranklinhawaii.com/,"2919 Kapiolani Blvd, Honolulu, HI 96826",stained glass,4.4
glass_art,Joe Dwight's Stained and Hot Glass Creations,joedwightstainedglass@gmail.com,(808) 291-0468,http://joedwightstainedglass.com/,"1295 Ulupii St, Kailua, HI 96734",stained glass,5.0
glass_art,Kaholo Glass Art,kaholo@tnttinting.com,(808) 909-9111,http://www.kahologlassart.com/,"3035 Koapaka St, Honolulu, HI 96819",artistic glass,
glass_art,Makemake Makana LLC,info@tikitiki.com,(808) 484-1415,http://tikitiki.com/,"99-920 Iwaena St # 102, Aiea, HI 96701",etching,4.5
glass_art,Min Plastics & Supply Inc,sales@minplastics.com,(808) 847-1511,http://www.minplastics.com/,"921 Kaamahu Pl, Honolulu, HI 96817",etching,4.9
glass_art,Nohea Gallery,info@noheagallery.com,(808) 762-7407,http://noheagallery.com/,"4211 Waialae Ave, Honolulu, HI 96816",artistic glass,4.7
glass_art,Pacific CraftWorks,chase@pacificcraftworks.com,(808) 839-2345,https://pacificcraftworks.com/,"3219 Koapaka St, Honolulu, HI 96819",etching,4.4
glass_art,R K Specialties Ltd,96814808-944-9780kawanorichard@hotmail.com,(808) 944-9780,https://www.rkspecialties.com/,"1481 S King St #234, Honolulu, HI 96814",etching,4.9
glass_art,Rubber Stamp One Day Service Inc,info@rsods.com,(808) 591-1009,http://rsods.com/,"1140 Kona St, Honolulu, HI 96814",etching,4.8
glass_art,Tabora Gallery Waikiki,taboragallery@gmail.com,(808) 779-4339,http://www.taboragallery.com/,"International Market Place, 2330 Kalākaua Ave #203, Honolulu, HI 96815",artistic glass,4.6
glass_art,The Glass Guru,info@theglassguru.com,(808) 698-6971,https://www.theglassguru.com/locations/honolulu-hi/?utm_source=gmb&utm_medium=profile_website_link,"96-1185 Waihona St c3, Pearl City, HI 96782",stained glass,4.6
glass_art,Tin Can Mailman,info@tincanmailman.net,(808) 524-3009,http://tincanmailman.net/,"1026 Nuuanu Ave # 1A, Honolulu, HI 96817",stained glass,3.5
glass_art,Trophy House,Telephone1-808-596-0455Facsimile1-808-596-7328EmailSales@Trophy-House.comWebsiteTrophy-House.com,(808) 596-0455,http://trophy-house.com/,"1301 S King St, Honolulu, HI 96814",etching,4.7
glass_art,William Grix/Art Glass,wgrix@mac.com,(808) 842-4660,http://www.wgrixartglass.com/,"192 Mohonua Pl # F1, Honolulu, HI 96819",artistic glass,
glass_art,Wyland Galleries,Usinfo@signaturegalleries.comInformationArtistsEventsGalleries,(808) 924-1322,http://www.signaturegalleries.com/,"Waikiki Beach Walk 1st Floor, 226 Lewers St, Honolulu, HI 96815",artistic glass,4.1
glass_art,Zwick Academy of Fine Art,938-3861info@zwickacademyoffineart.com,(808) 938-3861,http://www.zwickacademyoffineart.com/,"1109 Maunakea St #213, Honolulu, HI 96817",artistic glass,5.0
glass_contractor,A-BC Glass & Mirrors Company,CustomerService@AkamaiGlass.com,+1 808-664-3026,http://www.akamaiglass.com/,"1024 Kikowaena Pl, Honolulu, HI 96819, United States",installation,
glass_contractor,Ace Auto Glass,info@aceautoglass.net,(808) 847-3217,https://www.aceautoglass.net/kalihi,"2250 Kamehameha Hwy, Honolulu, HI 96819",repair services,4.5
glass_contractor,Ace Auto Glass McCully,info@aceautoglass.net,(808) 593-2366,https://www.aceautoglass.net/mccully/,"2319 S Beretania St., Honolulu, HI 96826",repair services,4.6
glass_contractor,"Akamai Glass Company, Inc.",CustomerService@AkamaiGlass.com,+1 808-833-1111,https://akamaiglass.com/,"1024 Kikowaena Pl Unit B, Honolulu, HI 96819, United States",installation,4.1
glass_contractor,All Island Rollshutter,info@allislandrollshutter.com,(808) 833-3355,https://www.allislandrollshutter.com/,"944 Ahua St #5, Honolulu, HI 96819",hurricane glass,5.0
glass_contractor,Aloha Mobile Autoglass,awells808@gmail.com,(808) 371-0806,https://www.alohamobileautoglass.com/,"1747 Huli St, Honolulu, HI 96817",repair services,4.4
glass_contractor,CCI Windows,info@cciwindows.com,(808) 483-0100,https://cciwindows.com/,"99-840 ʻIwaʻiwa St #2, Aiea, HI 96701",window installation,3.7
glass_contractor,Cherry Creek Windows & Doors Oahu,info@cherrycreekwindows.com,(808) 744-0020,https://cherrycreekwindows.com/,"1111 Nuuanu Ave, Honolulu, HI 96817",window installation,
glass_contractor,"Coastal Windows, Inc.",sales@coastalwindows.com,(808) 676-0529,http://coastalwindows.com/,"94-533 Puahi St, Waipahu, HI 96797",window installation,4.7
glass_contractor,Contract Glazing Hawaii,info@cghawaii.com,+1 808-841-8700,https://cghawaii.com/,"1074 Mikole St # 3, Honolulu, HI 96819, United States",installation,2.0
glass_contractor,Diamond Glass & Metals LLC,info@diamondglasshawaii.com,+1 808-488-7440,http://www.diamondglasshawaii.com/,"99-134 Waiua Way, Aiea, HI 96701, United States",installation,
glass_contractor,Diamond Head Windows & Doors,info@diamondheadwindows.com,(808) 400-7341,https://diamondheadwindows.com/,"99-1093 Iwaena St Bay G, Aiea, HI 96701",window installation,4.1
glass_contractor,Discount Windows & Doors,info@discountwindowshawaii.com,(808) 673-6656,https://www.discountwindowshawaii.com/,"45-564 Kamehameha Hwy APT A1, Kaneohe, HI 96744",window installation,4.7
glass_contractor,Elite Construction Services,555-555-5555mymail@mailservice.com,+1 808-842-7245,http://www.ecs-hi.com/,"80 Sand Island Access Rd #134, Honolulu, HI 96819, United States",installation,5.0
glass_contractor,Hawaii Mirror & Glass,USAhawaiiglass@yahoo.comOFFICE,+1 808-847-0267,https://www.hawaiiglass.net/,"748 Gulick Ave, Honolulu, HI 96819, United States",installation,3.9
glass_contractor,"HoloHolo Screens - Oahu's Window Screen, New Sliding Screen Door, Custom Screen Porch Enclosures, Jalousie Windows",info@holoholoscreens.com,(808) 374-5433,http://holoholoscreens.com/,"94-547 Uke'e St #112, Waipahu, HI 96797",hurricane glass,4.7
glass_contractor,Island Windows & Doors,info@iwdhawaii.com,+1 808-657-3790,http://iwdhawaii.com/,"131 Mokauea St, Honolulu, HI 96817, United States",installation,4.3
glass_contractor,J M Glass Inc,general@jmglasshawaii.com,+1 808-841-8828,http://www.jmglasshawaii.com/,"2015 Colburn St # A, Honolulu, HI 96819, United States",installation,5.0
glass_contractor,KKTF Hawaii,FreeEstimate@kktfhawaii.com,(808) 200-0562,https://www.kktfhawaii.com/,,hurricane glass,5.0
glass_contractor,Kailua Glass LLC,richard@kailuaglass.com,+1 808-954-2110,http://kailuaglass.net/,"905 Kalanianaʻole Hwy unit D, Kailua, HI 96734, United States",installation,5.0
glass_contractor,O'ahu Windows & Doors,Prestonpreston@oahuwd.comContact,+1 808-783-8528,http://www.oahuwd.com/,,installation,5.0
glass_contractor,Oahu Frameless Showers,451-0236Office@OahuFrameless.com,+1 808-451-0236,https://www.oahuframeless.com/,"905 Kalanianaʻole Hwy #5006, Kailua, HI 96734, United States",installation,5.0
glass_contractor,"Oahu Metal & Glazing, LLC",info@omglazing.com,+1 808-591-1052,https://www.omglazing.com/,"532 Ahui St, Honolulu, HI 96813, United States",installation,4.8
glass_contractor,One Stop Windows & Doors,info@onestopwd.com,(808) 550-2402,http://onestopwd.com/,"650 Iwilei Rd UNIT 105, Honolulu, HI 96817",window installation,1.0
glass_contractor,Pacific Auto Repair Body Shop Glass & Towing,Todaypacificautocenter@yahoo.comFind,(808) 200-4433,https://www.pacificautocollision.com/,"655 Mapunapuna St, Honolulu, HI 96819",repair services,3.8
glass_contractor,"Pearl City Glass Shop, Inc.",sales@pearlcityglass.com,+1 808-456-4502,http://pearlcityglass.com/,"659 Kamehameha Hwy, Pearl City, HI 96782, United States",installation,3.7
glass_contractor,"Pella Windows and Doors Showroom of Honolulu, HI - By Appointment Only",info@pella.com,(808) 841-3200,https://www.pella.com/where-to-buy/showrooms/honolulu-08404/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"560 N Nimitz Hwy Suite 105-B, Honolulu, HI 96817",window installation,2.3
glass_contractor,RMA Sales Co Inc,sales@rmasalesco.com,(808) 487-9041,https://www.rmasalesco.com/,"99-134 Waiua Way, Aiea, HI 96701",hurricane glass,4.9
glass_contractor,RSG RE: Screen & Glass,gonescreening@rescreenandglass.com,(808) 330-6058,http://rescreenandglass.com/,"46-022 Alaloa St Bay H, Kaneohe, HI 96744",commercial glass,4.4
glass_contractor,Reflections Glass Company,info@reflections-glass.com,(808) 676-6767,http://reflections-glass.com/,"94-153 Leonui St, Waipahu, HI 96797",commercial glass,4.4
glass_contractor,Safelite AutoGlass,info@safelite.com,+1 808-762-6370,https://www.safelite.com/stores/Honolulu?utm_source=yext&utm_medium=list&utm_campaign=local&y_source=1_MTc4Njk5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"2815 Koapaka St, Honolulu, HI 96819, United States",installation,4.4
glass_contractor,Savage Wholesale Building Materials,tacomadoorsales@savagewholesale.comGlass,(808) 833-7411,http://www.savagewholesale.com/,"2918 Ualena St, Honolulu, HI 96819",commercial glass,5.0
glass_contractor,Screens & Things,sales@screensandthings.net,+1 808-748-3760,http://www.screensandthings.net/,"2960 Mokumoa St, Honolulu, HI 96819, United States",installation,3.9
glass_contractor,Sunburst Windows,info@sunbursthawaii.com,(808) 427-1164,https://sunbursthawaii.com/,"905 Kalanianaʻole Hwy #3207, Kailua, HI 96734",window installation,4.7
glass_contractor,The Glass Guru,info@theglassguru.com,+1 808-698-6971,https://www.theglassguru.com/locations/honolulu-hi/?utm_source=gmb&utm_medium=profile_website_link,"96-1185 Waihona St c3, Pearl City, HI 96782, United States",installation,4.6
glass_contractor,The Window & Door Store,sales@screensandthings.net,(808) 748-3772,https://www.screensandthings.net/company-information/the-window-and-door-store/,"2347 S Beretania St., Honolulu, HI 96826",window installation,
glass_contractor,Tropical Wholesale,info@tropicalwholesaleonline.com,(808) 263-1252,http://www.tropicalwholesaleonline.com/,"1351 S Beretania St., Honolulu, HI 96814",window installation,4.8
glass_contractor,Window World of Oahu,oahu@windowworld.com,+1 808-670-1414,https://www.windowworldofoahu.com/,"905 Kalanianaʻole Hwy Bldg 50 #06, Kailua, HI 96734, United States",installation,5.0
glass_contractor,Windows Hawai'i,SalesHi@TrustWindowsHawaii.com,(808) 671-0808,http://www.trustwindowshawaii.com/,"91-226 Kauhi St Unit 1B, Kapolei, HI 96707",hurricane glass,4.1
glass_contractor,"Zion Glass Company, Inc.",441-9905zgcincorp@gmail.comHours,+1 808-366-8062,http://www.zionglasscoinc.com/,,installation,5.0
glass_distributor,"Akamai Glass Company, Inc.",CustomerService@AkamaiGlass.com,(808) 833-1111,https://akamaiglass.com/,"1024 Kikowaena Pl Unit B, Honolulu, HI 96819",distribution,4.1
glass_distributor,"Coastal Windows, Inc.",sales@coastalwindows.com,(808) 676-0529,http://coastalwindows.com/,"94-533 Puahi St, Waipahu, HI 96797",distribution,4.7
glass_distributor,Contract Glazing Hawaii,info@cghawaii.com,(808) 841-8700,https://cghawaii.com/,"1074 Mikole St # 3, Honolulu, HI 96819",distribution,2.0
glass_distributor,Diamond Glass & Metals LLC,info@diamondglasshawaii.com,(808) 488-7440,http://www.diamondglasshawaii.com/,"99-134 Waiua Way, Aiea, HI 96701",distribution,
glass_distributor,Discount Windows & Doors,info@discountwindowshawaii.com,(808) 673-6656,https://www.discountwindowshawaii.com/,"45-564 Kamehameha Hwy APT A1, Kaneohe, HI 96744",distribution,4.7
glass_distributor,Hawaii Mirror & Glass,USAhawaiiglass@yahoo.comOFFICE,(808) 847-0267,https://www.hawaiiglass.net/,"748 Gulick Ave, Honolulu, HI 96819",distribution,3.9
glass_distributor,Island Windows & Doors,info@iwdhawaii.com,(808) 657-3790,http://iwdhawaii.com/,"131 Mokauea St, Honolulu, HI 96817",distribution,4.3
glass_distributor,Kailua Glass LLC,richard@kailuaglass.com,(808) 954-2110,http://kailuaglass.net/,"905 Kalanianaʻole Hwy unit D, Kailua, HI 96734",distribution,5.0
glass_distributor,O'ahu Windows & Doors,Prestonpreston@oahuwd.comContact,(808) 783-8528,http://www.oahuwd.com/,,distribution,5.0
glass_distributor,Oahu Frameless Showers,451-0236Office@OahuFrameless.com,(808) 451-0236,https://www.oahuframeless.com/,"905 Kalanianaʻole Hwy #5006, Kailua, HI 96734",distribution,5.0
glass_distributor,"Oahu Metal & Glazing, LLC",info@omglazing.com,(808) 591-1052,https://www.omglazing.com/,"532 Ahui St, Honolulu, HI 96813",distribution,4.8
glass_distributor,"Pearl City Glass Shop, Inc.",sales@pearlcityglass.com,(808) 456-4502,http://pearlcityglass.com/,"659 Kamehameha Hwy, Pearl City, HI 96782",distribution,3.7
glass_distributor,Reflections Glass Company,info@reflections-glass.com,(808) 676-6767,http://reflections-glass.com/,"94-153 Leonui St, Waipahu, HI 96797",distribution,4.4
glass_distributor,Savage Wholesale Building Materials,tacomadoorsales@savagewholesale.comGlass,(808) 833-7411,http://www.savagewholesale.com/,"2918 Ualena St, Honolulu, HI 96819",distribution,5.0
glass_distributor,Sunburst Windows,info@sunbursthawaii.com,(808) 427-1164,https://sunbursthawaii.com/,"905 Kalanianaʻole Hwy #3207, Kailua, HI 96734",distribution,4.7
glass_distributor,The Glass Guru,info@theglassguru.com,(808) 698-6971,https://www.theglassguru.com/locations/honolulu-hi/?utm_source=gmb&utm_medium=profile_website_link,"96-1185 Waihona St c3, Pearl City, HI 96782",distribution,4.6
glass_distributor,Tropical Wholesale,info@tropicalwholesaleonline.com,(808) 263-1252,http://www.tropicalwholesaleonline.com/,"1351 S Beretania St., Honolulu, HI 96814",distribution,4.8
glass_distributor,Window World of Oahu,oahu@windowworld.com,(808) 670-1414,https://www.windowworldofoahu.com/,"905 Kalanianaʻole Hwy Bldg 50 #06, Kailua, HI 96734",distribution,5.0
glass_distributor,"Zion Glass Company, Inc.",441-9905zgcincorp@gmail.comHours,(808) 366-8062,http://www.zionglasscoinc.com/,,distribution,5.0
glass_fabricator,"Akamai Glass Company, Inc.",CustomerService@AkamaiGlass.com,(808) 833-1111,https://akamaiglass.com/,"1024 Kikowaena Pl Unit B, Honolulu, HI 96819",custom work,4.1
glass_fabricator,Custom Glass Shower Doors Honolulu by Pacific Custom Glass,karl@customglassshowerdoor.com,(808) 400-1186,https://customglassshowerdoor.com/custom-glass-shower-doors/honolulu/,,custom work,5.0
glass_fabricator,Diamond Glass & Metals LLC,info@diamondglasshawaii.com,(808) 488-7440,http://www.diamondglasshawaii.com/,"99-134 Waiua Way, Aiea, HI 96701",custom work,
glass_fabricator,Diamond Head Windows & Doors,info@diamondheadwindows.com,(808) 400-7341,https://diamondheadwindows.com/,"99-1093 Iwaena St Bay G, Aiea, HI 96701",custom work,4.1
glass_fabricator,Hawaii Mirror & Glass,USAhawaiiglass@yahoo.comOFFICE,(808) 847-0267,https://www.hawaiiglass.net/,"748 Gulick Ave, Honolulu, HI 96819",custom work,3.9
glass_fabricator,"HoloHolo Screens - Oahu's Window Screen, New Sliding Screen Door, Custom Screen Porch Enclosures, Jalousie Windows",info@holoholoscreens.com,(808) 374-5433,http://holoholoscreens.com/,"94-547 Uke'e St #112, Waipahu, HI 96797",custom work,4.7
glass_fabricator,Island Windows & Doors,info@iwdhawaii.com,(808) 657-3790,http://iwdhawaii.com/,"131 Mokauea St, Honolulu, HI 96817",custom work,4.3
glass_fabricator,J M Glass Inc,general@jmglasshawaii.com,(808) 841-8828,http://www.jmglasshawaii.com/,"2015 Colburn St # A, Honolulu, HI 96819",custom work,5.0
glass_fabricator,Kailua Glass LLC,richard@kailuaglass.com,(808) 954-2110,http://kailuaglass.net/,"905 Kalanianaʻole Hwy unit D, Kailua, HI 96734",custom work,5.0
glass_fabricator,Min Plastics & Supply Inc,sales@minplastics.com,(808) 847-1511,http://www.minplastics.com/,"921 Kaamahu Pl, Honolulu, HI 96817",custom work,4.9
glass_fabricator,"Oahu Metal & Glazing, LLC",info@omglazing.com,(808) 591-1052,https://www.omglazing.com/,"532 Ahui St, Honolulu, HI 96813",custom work,4.8
glass_fabricator,"Pearl City Glass Shop, Inc.",sales@pearlcityglass.com,(808) 456-4502,http://pearlcityglass.com/,"659 Kamehameha Hwy, Pearl City, HI 96782",custom work,3.7
glass_fabricator,Reflections Glass Company,info@reflections-glass.com,(808) 676-6767,http://reflections-glass.com/,"94-153 Leonui St, Waipahu, HI 96797",custom work,4.4
glass_fabricator,Screens & Things,sales@screensandthings.net,(808) 748-3760,http://www.screensandthings.net/,"2960 Mokumoa St, Honolulu, HI 96819",custom work,3.9
glass_fabricator,The Glass Guru,info@theglassguru.com,(808) 698-6971,https://www.theglassguru.com/locations/honolulu-hi/?utm_source=gmb&utm_medium=profile_website_link,"96-1185 Waihona St c3, Pearl City, HI 96782",custom work,4.6
glass_fabricator,Window World of Oahu,oahu@windowworld.com,(808) 670-1414,https://www.windowworldofoahu.com/,"905 Kalanianaʻole Hwy Bldg 50 #06, Kailua, HI 96734",custom work,5.0
glass_fabricator,Z-Glassing & Repair,info@zglassing.com,(808) 722-6200,http://www.zglassing.com/,"220 Puuhale Rd A4, Honolulu, HI 96819",custom work,5.0
glass_supplier,A-BC Glass & Mirrors Company,CustomerService@AkamaiGlass.com,(808) 664-3026,http://www.akamaiglass.com/,"1024 Kikowaena Pl, Honolulu, HI 96819",architectural,
glass_supplier,Ace Auto Glass,info@aceautoglass.net,(808) 847-3217,https://www.aceautoglass.net/kalihi,"2250 Kamehameha Hwy, Honolulu, HI 96819",safety glass,4.5
glass_supplier,"Akamai Glass Company, Inc.",CustomerService@AkamaiGlass.com,(808) 833-1111,https://akamaiglass.com/,"1024 Kikowaena Pl Unit B, Honolulu, HI 96819",wholesale glass,4.1
glass_supplier,Architectural Glass & Aluminum,info@aga-ca.com,(808) 589-0050,http://www.aga-ca.com/,"677 Ala Moana Blvd #700, Honolulu, HI 96813",architectural,
glass_supplier,Architectural Woods,tdthomson@awi-wa.com,(808) 833-1600,http://www.awi-wa.com/,"2312 Kamehameha Hwy, Honolulu, HI 96819",architectural,4.6
glass_supplier,CCI Windows,info@cciwindows.com,(808) 483-0100,https://cciwindows.com/,"99-840 ʻIwaʻiwa St #2, Aiea, HI 96701",safety glass,3.7
glass_supplier,Contract Glazing Hawaii,info@cghawaii.com,(808) 841-8700,https://cghawaii.com/,"1074 Mikole St # 3, Honolulu, HI 96819",wholesale glass,2.0
glass_supplier,Diamond Glass & Metals LLC,info@diamondglasshawaii.com,(808) 488-7440,http://www.diamondglasshawaii.com/,"99-134 Waiua Way, Aiea, HI 96701",architectural,
glass_supplier,Diamond Head Windows & Doors,info@diamondheadwindows.com,(808) 400-7341,https://diamondheadwindows.com/,"99-1093 Iwaena St Bay G, Aiea, HI 96701",architectural,4.1
glass_supplier,"Glass Products Hawaii, Inc.",info@glassproductshawaii.com,(808) 242-7277,http://www.glassproductshawaii.com/,"1810 Wili Pa Loop, Wailuku, HI 96793",safety glass,4.1
glass_supplier,Glass Roots,info@glassrootshawaii.com,(808) 942-5599,http://www.glassrootshawaii.com/,"1423 Kalākaua Ave, Honolulu, HI 96826",wholesale glass,4.6
glass_supplier,Hawaii Mirror & Glass,USAhawaiiglass@yahoo.comOFFICE,(808) 847-0267,https://www.hawaiiglass.net/,"748 Gulick Ave, Honolulu, HI 96819",wholesale glass,3.9
glass_supplier,Island Windows & Doors,info@iwdhawaii.com,(808) 657-3790,http://iwdhawaii.com/,"131 Mokauea St, Honolulu, HI 96817",wholesale glass,4.3
glass_supplier,J M Glass Inc,general@jmglasshawaii.com,(808) 841-8828,http://www.jmglasshawaii.com/,"2015 Colburn St # A, Honolulu, HI 96819",wholesale glass,5.0
glass_supplier,Kailua Glass LLC,richard@kailuaglass.com,(808) 954-2110,http://kailuaglass.net/,"905 Kalanianaʻole Hwy unit D, Kailua, HI 96734",wholesale glass,5.0
glass_supplier,O'ahu Windows & Doors,Prestonpreston@oahuwd.comContact,(808) 783-8528,http://www.oahuwd.com/,,wholesale glass,5.0
glass_supplier,Oahu Frameless Showers,451-0236Office@OahuFrameless.com,(808) 451-0236,https://www.oahuframeless.com/,"905 Kalanianaʻole Hwy #5006, Kailua, HI 96734",wholesale glass,5.0
glass_supplier,"Oahu Metal & Glazing, LLC",info@omglazing.com,(808) 591-1052,https://www.omglazing.com/,"532 Ahui St, Honolulu, HI 96813",wholesale glass,4.8
glass_supplier,"Pearl City Glass Shop, Inc.",sales@pearlcityglass.com,(808) 456-4502,http://pearlcityglass.com/,"659 Kamehameha Hwy, Pearl City, HI 96782",wholesale glass,3.7
glass_supplier,"Pella Windows and Doors Showroom of Honolulu, HI - By Appointment Only",info@pella.com,(808) 841-3200,https://www.pella.com/where-to-buy/showrooms/honolulu-08404/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"560 N Nimitz Hwy Suite 105-B, Honolulu, HI 96817",architectural,2.3
glass_supplier,Reflections Glass Company,info@reflections-glass.com,(808) 676-6767,http://reflections-glass.com/,"94-153 Leonui St, Waipahu, HI 96797",wholesale glass,4.4
glass_supplier,Safelite AutoGlass,info@safelite.com,(808) 762-6370,https://www.safelite.com/stores/Honolulu?utm_source=yext&utm_medium=list&utm_campaign=local&y_source=1_MTc4Njk5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"2815 Koapaka St, Honolulu, HI 96819",wholesale glass,4.4
glass_supplier,Savage Wholesale Building Materials,tacomadoorsales@savagewholesale.comGlass,(808) 833-7411,http://www.savagewholesale.com/,"2918 Ualena St, Honolulu, HI 96819",wholesale glass,5.0
glass_supplier,Screens & Things,sales@screensandthings.net,(808) 748-3760,http://www.screensandthings.net/,"2960 Mokumoa St, Honolulu, HI 96819",wholesale glass,3.9
glass_supplier,The Glass Guru,info@theglassguru.com,(808) 698-6971,https://www.theglassguru.com/locations/honolulu-hi/?utm_source=gmb&utm_medium=profile_website_link,"96-1185 Waihona St c3, Pearl City, HI 96782",wholesale glass,4.6
glass_supplier,Tropical Wholesale,info@tropicalwholesaleonline.com,(808) 263-1252,http://www.tropicalwholesaleonline.com/,"1351 S Beretania St., Honolulu, HI 96814",wholesale glass,4.8
